school_urn,local_authority_id,academy_URN,result_type,result_year,total_pupils,is_special,new_school,ks2_percent_low_ks1_attainers,ks2_percent_medium_ks1_attainers,ks2_percent_high_ks1_attainers,ks2_percent_disadvantaged,ks2_percent_not_disadvantaged,ks2_percent_EAL,ks2_percent_non_mobile,ks2_percent_special_needs,ks2_percent_2_levels_progress_maths,ks2_percent_boys_2_levels_progress_maths,ks2_percent_girls_2_levels_progress_maths,ks2_percent_low_PA_2_levels_progress_maths,ks2_percent_med_PA_2_levels_progress_maths,ks2_percent_high_PA_2_levels_progress_maths,ks2_percent_disadvantaged_2_levels_progress_maths,ks2_percent_non_disadvantaged_2_levels_progress_maths,ks2_percent_GAP_disadvantaged_others_2_levels_progress_maths,ks2_percent_EAL_2_levels_progress_maths,ks2_percent_2_levels_progress_maths_3YR_avg,ks2_percent_disadvantaged_2_levels_progress_maths_3YR_avg,ks2_percent_non_disadvantaged_2_levels_progress_maths_3YR_avg,ks2_percent_2_levels_progress_reading,ks2_percent_boys_2_levels_progress_reading,ks2_percent_girls_2_levels_progress_reading,ks2_percent_low_PA_2_levels_progress_reading,ks2_percent_med_PA_2_levels_progress_reading,ks2_percent_high_PA_2_levels_progress_reading,ks2_percent_disadvantaged_2_levels_progress_reading,ks2_percent_not_disadvantaged_2_levels_progress_reading,ks2_percent_GAP_disadvantaged_others_2_levels_progress_reading,ks2_percent_EAL_2_levels_progress_reading,ks2_percent_2_levels_progress_reading_3YR_avg,ks2_percent_disadvantaged_2_levels_progress_reading_3YR_avg,ks2_percent_non_disadvantaged_2_levels_progress_reading_3YR_avg,ks2_percent_2_levels_progress_writing,ks2_percent_boys_2_levels_progress_writing,ks2_percent_girls_2_levels_progress_writing,ks2_percent_low_PA_2_levels_progress_writing,ks2_percent_med_PA_2_levels_progress_writing,ks2_percent_high_PA_2_levels_progress_writing,ks2_percent_disadvantaged_2_levels_progress_writing,ks2_percent_not_disadvantaged_2_levels_progress_writing,ks2_percent_GAP_disadvantaged_others_2_levels_progress_writing,ks2_percent_EAL_2_levels_progress_writing,ks2_percent_2_levels_progress_writing_3YR_avg,ks2_percent_disadvantaged_2_levels_progress_writing_3YR_avg,ks2_percent_non_disadvantaged_2_levels_progress_writing_3YR_avg,ks2_percent_level_4_above_RWM,ks2_percent_level_4_above_RWM_2012,ks2_percent_level_4_above_RWM_2013,ks2_percent_level_4_above_RWM_2014,ks2_percent_level_4B_above_RWM,ks2_percent_level_4B_above_RWM_2013,ks2_percent_level_4B_above_RWM_2014,ks2_percent_level_5_above_RWM,ks2_percent_level_5_above_RWM_2012,ks2_percent_level_5_above_RWM_2013,ks2_percent_level_5_above_RWM_2014,ks2_percent_level_3_below_RWM,ks2_value_added,ks2_percent_disadvantaged_2012,ks2_percent_disadvantaged_2013,ks2_percent_disadvantaged_2014,ks2_percent_not_disadvantaged_2012,ks2_percent_not_disadvantaged_2013,ks2_percent_not_disadvantaged_2014,percent_SEN_statement
110432,825,,KS2,2015,165,FALSE,,36%,50%,14%,20%,80%,0%,87%,7%,100%,100%,100%,,100%,,,,,,92%,,,100%,100%,100%,,100%,,,,,,92%,,,100%,100%,100%,,100%,,,,,,96%,,,100%,69%,89%,83%,93%,63%,67%,20%,28%,26%,22%,0%,101.6,6%,5%,6%,94%,95%,94%,7%
134788,865,,KS2,2015,163,FALSE,,22%,72%,6%,42%,58%,5%,68%,5%,94%,100%,89%,,100%,,88%,100%,-12,,91%,86%,95%,94%,100%,89%,,92%,,88%,100%,-12,,91%,86%,95%,100%,100%,100%,,100%,,100%,100%,0,,94%,93%,95%,74%,,56%,70%,53%,33%,60%,5%,,0%,20%,0%,99.6,,56%,30%,,44%,70%,0%
112207,909,,KS2,2015,163,FALSE,,26%,52%,22%,33%,67%,4%,93%,15%,81%,82%,80%,57%,86%,100%,78%,83%,-5,,82%,79%,83%,89%,82%,100%,86%,86%,100%,89%,89%,0,,82%,86%,81%,93%,88%,100%,100%,86%,100%,89%,94%,-5,,89%,86%,89%,67%,77%,63%,71%,52%,58%,53%,11%,20%,16%,12%,7%,98.8,27%,32%,0%,73%,68%,100%,0%
120818,926,,KS2,2015,160,FALSE,,20%,45%,35%,35%,65%,0%,85%,10%,90%,86%,100%,,89%,100%,71%,100%,-29,,80%,54%,87%,80%,79%,83%,,78%,86%,71%,85%,-14,,88%,85%,89%,85%,79%,100%,,78%,100%,86%,85%,1,,93%,92%,93%,70%,58%,71%,68%,55%,53%,59%,20%,25%,0%,14%,20%,98.9,17%,12%,18%,83%,88%,82%,5%
114139,840,,KS2,2015,158,FALSE,,33%,33%,33%,13%,88%,0%,100%,13%,88%,89%,87%,75%,88%,100%,,,,,88%,60%,95%,96%,100%,93%,88%,100%,100%,,,,,92%,70%,98%,92%,89%,93%,88%,88%,100%,,,,,92%,80%,95%,71%,68%,74%,88%,63%,74%,88%,29%,27%,32%,38%,13%,100.4,18%,32%,13%,82%,68%,88%,13%
118566,886,,KS2,2015,158,FALSE,,25%,58%,17%,47%,53%,27%,73%,0%,100%,100%,,,100%,,100%,100%,0,,94%,88%,100%,92%,100%,,,86%,,83%,100%,-17,,84%,81%,87%,100%,100%,,,100%,,100%,100%,0,,97%,94%,100%,87%,64%,70%,73%,73%,50%,64%,13%,9%,10%,18%,0%,100.2,45%,50%,45%,55%,50%,55%,0%
119697,888,,KS2,2015,157,FALSE,,23%,77%,0%,15%,85%,0%,85%,15%,92%,,88%,,90%,,,,,,89%,67%,92%,100%,,100%,,100%,,,,,,100%,100%,100%,100%,,100%,,100%,,,,,,98%,83%,100%,69%,89%,77%,91%,62%,64%,91%,23%,42%,23%,55%,0%,100.7,32%,18%,0%,68%,82%,100%,0%
121590,815,,KS2,2015,155,FALSE,,26%,65%,9%,22%,78%,13%,100%,17%,96%,92%,100%,83%,100%,,,,,,97%,95%,98%,100%,100%,100%,100%,100%,,,,,,98%,95%,100%,100%,100%,100%,100%,100%,,,,,,100%,100%,100%,83%,89%,90%,86%,57%,65%,68%,9%,21%,15%,18%,4%,99.5,37%,30%,36%,63%,70%,64%,0%
140790,908,,KS2,2015,150,FALSE,,24%,65%,12%,65%,35%,0%,88%,12%,94%,83%,100%,,100%,,100%,83%,17,,92%,92%,92%,100%,100%,100%,,100%,,100%,100%,0,,98%,96%,100%,100%,100%,100%,,100%,,100%,100%,0,,100%,100%,100%,82%,70%,83%,73%,76%,67%,67%,35%,22%,6%,13%,6%,100.9,43%,61%,20%,57%,39%,80%,6%
118315,887,141553,KS2,2015,148,FALSE,,35%,29%,35%,32%,68%,0%,74%,0%,88%,87%,,67%,,100%,100%,82%,18,,83%,91%,77%,88%,87%,,67%,,100%,100%,82%,18,,87%,91%,83%,88%,93%,,100%,,100%,83%,91%,-8,,94%,91%,97%,53%,69%,65%,50%,47%,53%,44%,0%,13%,0%,6%,5%,98.6,38%,35%,56%,63%,65%,44%,0%
108386,390,,KS2,2015,147,FALSE,,13%,78%,9%,30%,70%,4%,100%,0%,91%,100%,85%,,94%,,86%,94%,-8,,85%,77%,90%,91%,100%,85%,,94%,,86%,94%,-8,,85%,85%,85%,91%,90%,92%,,89%,,71%,100%,-29,,95%,92%,96%,83%,68%,67%,52%,52%,50%,29%,0%,0%,23%,14%,9%,98.9,29%,27%,52%,71%,73%,48%,0%
120885,926,,KS2,2015,142,FALSE,,17%,71%,13%,28%,72%,0%,88%,4%,79%,78%,80%,,76%,,86%,76%,10,,80%,79%,81%,75%,67%,80%,,71%,,71%,76%,-5,,82%,79%,83%,100%,100%,100%,,100%,,100%,100%,0,,97%,95%,98%,56%,77%,56%,65%,48%,56%,50%,4%,18%,11%,15%,20%,98.4,18%,28%,35%,82%,72%,65%,0%
119374,888,,KS2,2015,131,FALSE,,27%,53%,20%,47%,53%,0%,100%,0%,93%,100%,,,100%,,100%,88%,12,,94%,91%,97%,100%,100%,,,100%,,100%,100%,0,,96%,96%,97%,93%,100%,,,100%,,100%,88%,12,,93%,87%,97%,73%,68%,82%,77%,60%,71%,68%,7%,16%,0%,18%,0%,100.1,37%,35%,45%,63%,65%,55%,0%
122658,891,,KS2,2015,129,FALSE,,17%,75%,8%,42%,58%,0%,67%,0%,83%,,100%,,78%,,,,,,91%,87%,95%,100%,,100%,,100%,,,,,,100%,100%,100%,100%,,100%,,100%,,,,,,97%,93%,100%,67%,78%,64%,78%,33%,43%,67%,0%,11%,14%,11%,0%,99.5,33%,50%,33%,67%,50%,67%,0%
120512,925,,KS2,2015,129,FALSE,,22%,72%,6%,44%,56%,0%,94%,0%,89%,100%,82%,,100%,,88%,90%,-2,,94%,93%,94%,100%,100%,100%,,100%,,100%,100%,0,,98%,100%,97%,100%,100%,100%,,100%,,100%,100%,0,,100%,100%,100%,89%,100%,100%,89%,72%,93%,89%,17%,31%,36%,17%,0%,100.3,19%,21%,22%,81%,79%,78%,0%
120515,925,,KS2,2015,129,FALSE,,19%,62%,19%,36%,64%,5%,91%,5%,90%,91%,90%,,85%,,88%,92%,-4,,93%,90%,95%,90%,100%,80%,,100%,,100%,85%,15,,92%,95%,89%,95%,100%,90%,,92%,,88%,100%,-12,,97%,95%,97%,82%,71%,67%,77%,73%,61%,59%,14%,10%,6%,18%,0%,99.7,24%,28%,36%,76%,72%,64%,5%
122352,929,,KS2,2015,128,FALSE,,14%,76%,10%,31%,69%,3%,93%,10%,97%,100%,94%,,100%,,89%,100%,-11,,95%,95%,96%,83%,77%,88%,,86%,,67%,90%,-23,,86%,71%,91%,79%,85%,75%,,86%,,56%,90%,-34,,92%,81%,96%,76%,82%,81%,90%,69%,68%,77%,17%,33%,32%,32%,10%,100,6%,16%,23%,94%,84%,77%,0%
114150,840,,KS2,2015,126,FALSE,,19%,77%,3%,48%,52%,0%,91%,0%,100%,100%,100%,100%,100%,,100%,100%,0,,94%,96%,92%,97%,100%,92%,100%,96%,,100%,94%,6,,91%,90%,92%,100%,100%,100%,100%,100%,,100%,100%,0,,99%,98%,100%,91%,55%,65%,74%,76%,58%,52%,18%,0%,12%,16%,0%,101.4,58%,58%,65%,42%,42%,35%,0%
123495,893,,KS2,2015,126,FALSE,,15%,80%,5%,14%,86%,0%,81%,5%,100%,100%,100%,,100%,,,,,,91%,89%,92%,95%,90%,100%,,94%,,,,,,91%,100%,90%,95%,90%,100%,,94%,,,,,,95%,100%,94%,95%,91%,62%,78%,81%,52%,72%,10%,30%,14%,17%,0%,100.7,22%,29%,0%,78%,71%,100%,0%
126357,865,,KS2,2015,123,FALSE,,0%,92%,8%,15%,85%,0%,92%,0%,92%,100%,,,92%,,,,,,89%,100%,88%,92%,90%,,,92%,,,,,,96%,83%,98%,85%,80%,,,83%,,,,,,96%,100%,95%,77%,86%,89%,88%,54%,63%,69%,15%,14%,11%,25%,0%,100.3,19%,16%,6%,81%,84%,94%,0%
130325,850,,KS2,2015,121,FALSE,,19%,69%,13%,71%,29%,6%,76%,0%,94%,100%,89%,,100%,,,,,,86%,81%,95%,94%,86%,100%,,91%,,,,,,81%,76%,91%,94%,86%,100%,,91%,,,,,,93%,89%,100%,71%,44%,48%,81%,71%,33%,75%,18%,0%,7%,6%,12%,99.7,44%,70%,44%,56%,30%,56%,0%
121207,926,,KS2,2015,121,FALSE,,11%,89%,0%,22%,78%,0%,78%,28%,89%,83%,100%,,88%,,,,,,85%,90%,84%,94%,92%,100%,,94%,,,,,,83%,70%,87%,94%,92%,100%,,94%,,,,,,93%,90%,94%,83%,91%,69%,50%,44%,38%,50%,11%,18%,0%,10%,6%,99.8,18%,31%,20%,82%,69%,80%,0%
120827,926,,KS2,2015,115,FALSE,,21%,68%,11%,20%,80%,5%,80%,20%,95%,92%,100%,,92%,,,,,,94%,100%,93%,100%,100%,100%,,100%,,,,,,89%,88%,89%,89%,85%,100%,,85%,,,,,,91%,100%,89%,75%,85%,44%,86%,50%,33%,86%,20%,23%,11%,43%,5%,99.8,23%,11%,43%,77%,89%,57%,5%
112122,909,,KS2,2015,113,FALSE,,9%,82%,9%,9%,91%,0%,91%,9%,100%,100%,,,100%,,,,,,95%,,,100%,100%,,,100%,,,,,,95%,,,100%,100%,,,100%,,,,,,98%,,,100%,93%,87%,82%,100%,80%,59%,9%,27%,27%,35%,0%,100.7,0%,7%,12%,100%,93%,88%,0%
120863,926,,KS2,2015,108,FALSE,,21%,64%,14%,13%,87%,0%,100%,0%,64%,63%,67%,,78%,,,,,,80%,,,86%,100%,67%,,89%,,,,,,91%,,,100%,100%,100%,,100%,,,,,,100%,,,73%,71%,75%,85%,47%,75%,54%,7%,18%,38%,15%,20%,98.6,24%,13%,15%,76%,88%,85%,0%
121120,926,,KS2,2015,107,FALSE,,19%,62%,19%,13%,87%,0%,74%,17%,81%,90%,73%,,85%,,,,,,88%,86%,88%,90%,100%,82%,,85%,,,,,,91%,86%,92%,90%,100%,82%,,92%,,,,,,91%,100%,90%,61%,63%,79%,83%,43%,74%,72%,22%,19%,26%,33%,13%,99.6,6%,16%,6%,94%,84%,94%,0%
112156,909,,KS2,2015,106,FALSE,,21%,74%,5%,40%,60%,5%,95%,0%,95%,89%,100%,,100%,,100%,91%,9,,89%,94%,87%,100%,100%,100%,,100%,,100%,100%,0,,100%,100%,100%,95%,89%,100%,,100%,,100%,91%,9,,98%,100%,97%,80%,94%,100%,59%,70%,82%,41%,25%,28%,45%,18%,0%,100.3,39%,9%,41%,61%,91%,59%,0%
139939,887,,KS2,2015,102,FALSE,,19%,75%,6%,35%,65%,6%,71%,0%,94%,100%,90%,,92%,,,,,,97%,100%,95%,94%,100%,90%,,92%,,,,,,88%,77%,95%,100%,100%,100%,,100%,,,,,,100%,100%,100%,88%,,,72%,65%,,61%,18%,,,0%,0%,100.4,,,44%,,,56%,0%
123546,893,,KS2,2015,101,FALSE,,13%,67%,20%,17%,83%,6%,83%,11%,100%,100%,,,100%,,,,,,90%,86%,91%,100%,100%,,,100%,,,,,,95%,86%,97%,100%,100%,,,100%,,,,,,93%,86%,94%,89%,77%,73%,79%,61%,73%,71%,22%,15%,18%,29%,11%,99.9,15%,27%,14%,85%,73%,86%,11%
117393,919,,KS2,2015,99,FALSE,,38%,38%,23%,46%,54%,0%,100%,0%,92%,83%,100%,,,,100%,86%,14,,86%,88%,84%,100%,100%,100%,,,,100%,100%,0,,89%,88%,89%,100%,100%,100%,,,,100%,100%,0,,94%,94%,95%,77%,72%,73%,46%,62%,55%,38%,23%,17%,9%,0%,0%,100.4,33%,36%,54%,67%,64%,46%,0%
124102,860,,KS2,2015,97,FALSE,,20%,73%,7%,7%,93%,0%,100%,7%,100%,,100%,,100%,,,,,,84%,,,100%,,100%,,100%,,,,,,97%,,,100%,,100%,,100%,,,,,,97%,,,87%,69%,50%,58%,73%,42%,58%,40%,0%,17%,50%,0%,101.4,8%,0%,25%,92%,100%,75%,0%
121650,815,,KS2,2015,95,FALSE,,36%,36%,27%,27%,73%,0%,100%,0%,82%,86%,,,,,,,,,94%,,,100%,100%,,,,,,,,,97%,,,100%,100%,,,,,,,,,100%,,,64%,100%,93%,100%,55%,86%,100%,18%,38%,29%,33%,0%,99.8,6%,0%,0%,94%,100%,100%,0%
115949,850,,KS2,2015,95,FALSE,,13%,75%,13%,13%,88%,0%,63%,0%,100%,,,,100%,,,,,,100%,,,100%,,,,100%,,,,,,100%,,,88%,,,,83%,,,,,,92%,,,75%,71%,85%,,75%,62%,,13%,14%,38%,,0%,100.2,14%,8%,,86%,92%,,0%
110644,873,,KS2,2015,95,FALSE,,25%,50%,25%,33%,67%,0%,100%,11%,100%,,,,,,,,,,81%,58%,92%,88%,,,,,,,,,,75%,67%,79%,100%,,,,,,,,,,92%,83%,96%,78%,69%,70%,67%,78%,60%,61%,11%,38%,30%,6%,11%,100.4,46%,60%,22%,54%,40%,78%,11%
112160,909,,KS2,2015,95,FALSE,,32%,48%,20%,48%,52%,4%,92%,4%,84%,80%,90%,75%,100%,,83%,85%,-2,,87%,81%,93%,96%,100%,90%,100%,100%,,100%,92%,8,,93%,92%,95%,92%,93%,90%,88%,100%,,100%,85%,15,,96%,97%,95%,80%,84%,70%,86%,52%,40%,55%,12%,35%,10%,14%,8%,99.3,42%,53%,36%,58%,47%,64%,4%
107995,383,,KS2,2015,94,FALSE,,33%,50%,17%,43%,57%,0%,71%,0%,100%,,,,,,,,,,79%,71%,87%,83%,,,,,,,,,,72%,71%,73%,83%,,,,,,,,,,69%,71%,67%,71%,50%,43%,70%,57%,14%,50%,0%,0%,7%,20%,0%,99.6,50%,50%,50%,50%,50%,50%,0%
111246,896,,KS2,2015,93,FALSE,,27%,64%,9%,0%,100%,0%,92%,8%,100%,100%,,,100%,,,,,,93%,,,82%,83%,,,100%,,,,,,90%,,,100%,100%,,,100%,,,,,,100%,,,75%,89%,89%,89%,75%,78%,89%,25%,22%,44%,44%,17%,100.7,0%,0%,0%,100%,100%,100%,8%
112101,909,,KS2,2015,93,FALSE,,29%,53%,18%,17%,83%,0%,89%,0%,71%,100%,38%,,78%,,,,,,83%,75%,85%,94%,89%,100%,,100%,,,,,,94%,92%,95%,100%,100%,100%,,100%,,,,,,96%,92%,98%,61%,67%,92%,65%,33%,75%,48%,6%,0%,17%,35%,0%,98.9,42%,8%,35%,58%,92%,65%,0%
120551,925,,KS2,2015,92,FALSE,,14%,86%,0%,36%,64%,7%,93%,14%,93%,83%,100%,,100%,,,,,,98%,100%,97%,93%,83%,100%,,100%,,,,,,95%,100%,93%,93%,83%,100%,,100%,,,,,,95%,92%,97%,79%,71%,85%,83%,79%,85%,78%,21%,24%,23%,22%,7%,100.1,41%,38%,22%,59%,62%,78%,14%
122033,928,,KS2,2015,91,FALSE,,23%,69%,8%,15%,85%,0%,100%,0%,77%,,63%,,89%,,,,,,88%,,,100%,,100%,,100%,,,,,,97%,,,100%,,100%,,100%,,,,,,97%,,,69%,60%,73%,100%,46%,27%,100%,0%,20%,0%,22%,0%,99.3,0%,0%,22%,100%,100%,78%,0%
109974,869,,KS2,2015,90,FALSE,,15%,77%,8%,8%,92%,0%,85%,0%,92%,,89%,,100%,,,,,,86%,,,100%,,100%,,100%,,,,,,97%,,,100%,,100%,,100%,,,,,,97%,,,77%,58%,71%,89%,54%,57%,67%,23%,17%,29%,22%,0%,100.2,17%,29%,22%,83%,71%,78%,0%
122744,891,,KS2,2015,83,FALSE,,22%,56%,22%,33%,67%,0%,100%,0%,78%,,,,,,,,,,89%,92%,87%,78%,,,,,,,,,,89%,100%,80%,89%,,,,,,,,,,89%,85%,93%,78%,67%,57%,64%,78%,57%,64%,33%,11%,14%,14%,22%,99.8,67%,14%,64%,33%,86%,36%,0%
141079,928,,KS2,2015,83,FALSE,,38%,50%,13%,38%,63%,0%,88%,0%,75%,,,,,,,,,,92%,100%,88%,100%,,,,,,,,,,97%,100%,96%,100%,,,,,,,,,,100%,100%,100%,75%,83%,91%,100%,50%,64%,78%,0%,8%,18%,17%,0%,99.5,8%,36%,22%,92%,64%,78%,0%
116736,884,,KS2,2015,82,FALSE,,40%,40%,20%,10%,90%,0%,100%,0%,100%,,,,,,,,,,100%,,,100%,,,,,,,,,,96%,,,100%,,,,,,,,,,100%,,,100%,78%,100%,91%,100%,86%,91%,40%,22%,0%,9%,0%,101.5,22%,0%,36%,78%,100%,64%,0%
124744,935,,KS2,2015,81,FALSE,,36%,45%,18%,8%,92%,0%,83%,0%,100%,,100%,,,,,,,,100%,,,91%,,83%,,,,,,,,96%,,,91%,,83%,,,,,,,,96%,,,67%,100%,100%,86%,50%,86%,71%,17%,25%,29%,29%,0%,100.4,8%,0%,14%,92%,100%,86%,0%
122756,891,,KS2,2015,79,FALSE,,22%,78%,0%,0%,100%,20%,90%,0%,89%,,,,100%,,,,,,82%,,,100%,,,,100%,,,,,,82%,,,100%,,,,100%,,,,,,94%,,,80%,100%,,,60%,,,40%,20%,,,20%,100.2,0%,,,100%,,,0%
121502,815,,KS2,2015,77,FALSE,,13%,88%,0%,33%,67%,0%,89%,11%,88%,,,,100%,,,,,,97%,88%,100%,100%,,,,100%,,,,,,100%,100%,100%,100%,,,,100%,,,,,,100%,100%,100%,89%,63%,78%,81%,56%,78%,63%,33%,25%,22%,25%,0%,100.3,25%,22%,19%,75%,78%,81%,0%
126199,865,,KS2,2015,76,FALSE,,0%,100%,0%,0%,100%,0%,100%,0%,100%,,100%,,100%,,,,,,100%,,,100%,,100%,,100%,,,,,,100%,,,100%,,100%,,100%,,,,,,100%,,,100%,83%,,92%,89%,,92%,11%,33%,,38%,0%,100.7,0%,,8%,100%,,92%,0%
124701,935,,KS2,2015,76,FALSE,,33%,33%,33%,17%,83%,0%,100%,17%,100%,,,,,,,,,,85%,83%,85%,83%,,,,,,,,,,73%,83%,70%,100%,,,,,,,,,,96%,100%,95%,67%,,50%,73%,50%,33%,60%,17%,,0%,13%,17%,99.8,,33%,27%,,67%,73%,0%
118623,886,,KS2,2015,74,FALSE,,13%,88%,0%,75%,25%,13%,63%,0%,75%,,,,86%,,,,,,84%,70%,93%,88%,,,,100%,,,,,,88%,80%,93%,100%,,,,100%,,,,,,100%,100%,100%,75%,77%,67%,82%,63%,50%,64%,13%,23%,17%,36%,13%,99.6,31%,33%,18%,69%,67%,82%,0%
124601,935,,KS2,2015,72,FALSE,,22%,67%,11%,22%,78%,0%,89%,0%,89%,,,,100%,,,,,,75%,,,100%,,,,100%,,,,,,93%,,,100%,,,,100%,,,,,,89%,,,78%,86%,43%,83%,67%,43%,75%,22%,43%,14%,42%,11%,99.9,0%,0%,0%,100%,100%,100%,0%
119192,888,,KS2,2015,65,FALSE,,14%,86%,0%,38%,63%,0%,75%,0%,71%,,71%,,83%,,,,,,88%,67%,94%,100%,,100%,,100%,,,,,,88%,83%,89%,100%,,100%,,100%,,,,,,100%,100%,100%,63%,88%,88%,80%,63%,75%,50%,13%,25%,13%,0%,0%,99.8,38%,25%,20%,63%,75%,80%,0%
119402,888,,KS2,2015,56,FALSE,,14%,71%,14%,29%,71%,14%,100%,0%,71%,67%,,,,,,,,,87%,75%,93%,100%,100%,,,,,,,,,96%,88%,100%,71%,67%,,,,,,,,,87%,88%,87%,57%,75%,64%,,57%,45%,,14%,50%,9%,,0%,99.9,25%,27%,,75%,73%,,0%
123506,893,,KS2,2015,54,FALSE,,14%,86%,0%,86%,14%,0%,100%,0%,71%,,,,83%,,,,,,81%,73%,90%,86%,,,,100%,,,,,,80%,82%,78%,86%,,,,83%,,,,,,85%,91%,78%,57%,83%,38%,67%,57%,25%,50%,0%,0%,25%,33%,14%,98.5,67%,38%,33%,33%,63%,67%,0%
139092,908,,KS2,2015,52,FALSE,,20%,80%,0%,30%,70%,0%,100%,0%,80%,75%,,,88%,,,,,,79%,100%,73%,100%,100%,,,100%,,,,,,93%,100%,91%,90%,88%,,,88%,,,,,,90%,100%,86%,60%,44%,69%,71%,40%,69%,43%,10%,0%,23%,0%,10%,99,33%,23%,14%,67%,77%,86%,0%
111286,896,,KS2,2015,44,FALSE,,29%,71%,0%,29%,71%,0%,86%,14%,86%,,,,,,,,,,65%,,,100%,,,,,,,,,,94%,,,100%,,,,,,,,,,94%,,,71%,,,57%,71%,,57%,29%,,,29%,14%,100.5,,,29%,,,71%,14%
115664,916,,KS2,2015,39,FALSE,,33%,50%,17%,33%,67%,0%,83%,0%,50%,,,,,,,,,,68%,17%,92%,83%,,,,,,,,,,89%,67%,100%,100%,,,,,,,,,,84%,50%,100%,50%,,100%,33%,50%,71%,17%,50%,,0%,0%,33%,99,,0%,67%,,100%,33%,0%
101622,305,,KS2,2015,0,FALSE,,17%,83%,0%,72%,28%,17%,100%,0%,94%,91%,100%,,93%,,,,,,77%,79%,73%,100%,100%,100%,,100%,,,,,,89%,92%,80%,94%,91%,100%,,100%,,,,,,85%,84%,87%,78%,53%,45%,46%,67%,18%,38%,39%,0%,9%,8%,0%,101.2,67%,73%,71%,33%,27%,29%,0%
135364,866,,KS2,2015,1732,FALSE,,19%,71%,11%,71%,29%,9%,87%,4%,85%,79%,90%,79%,85%,100%,85%,85%,0,,75%,75%,74%,81%,71%,90%,79%,87%,50%,85%,70%,15,,77%,78%,74%,96%,97%,95%,93%,96%,100%,95%,100%,-5,,94%,93%,97%,77%,47%,56%,59%,53%,35%,41%,6%,4%,4%,12%,8%,99,69%,66%,70%,31%,34%,30%,4%
138388,835,,KS2,2015,1157,FALSE,,21%,66%,13%,47%,53%,4%,79%,7%,80%,73%,84%,50%,84%,100%,73%,86%,-13,,79%,71%,86%,90%,88%,90%,86%,89%,100%,84%,94%,-10,,88%,86%,90%,90%,88%,90%,86%,89%,100%,84%,94%,-10,,87%,77%,94%,69%,,64%,75%,54%,51%,54%,11%,,13%,13%,9%,98.9,,38%,39%,,62%,61%,7%
136413,320,,KS2,2015,947,FALSE,,25%,58%,18%,43%,57%,56%,91%,8%,95%,96%,94%,100%,100%,73%,97%,94%,3,96%,96%,98%,95%,96%,98%,94%,100%,98%,87%,100%,94%,6,94%,94%,97%,90%,99%,98%,100%,95%,100%,100%,97%,100%,-3,100%,99%,99%,99%,89%,92%,91%,86%,79%,80%,74%,26%,33%,20%,30%,0%,102.2,48%,58%,50%,52%,42%,50%,2%
101196,301,,KS2,2015,904,FALSE,,23%,55%,22%,49%,51%,83%,86%,1%,90%,88%,91%,75%,91%,100%,87%,92%,-5,90%,90%,88%,91%,90%,86%,93%,75%,95%,91%,85%,94%,-9,88%,91%,89%,93%,99%,98%,100%,96%,100%,100%,98%,100%,-2,99%,97%,96%,97%,78%,81%,70%,85%,61%,47%,70%,21%,21%,20%,30%,6%,100,57%,46%,53%,43%,54%,47%,1%
134701,821,,KS2,2015,876,FALSE,,23%,60%,17%,44%,56%,88%,91%,7%,89%,91%,88%,67%,98%,88%,87%,91%,-4,91%,88%,89%,88%,89%,87%,92%,79%,95%,82%,93%,86%,7,90%,90%,89%,90%,90%,89%,92%,83%,92%,94%,89%,91%,-2,89%,91%,89%,92%,70%,72%,74%,72%,56%,62%,60%,13%,13%,12%,16%,13%,99.2,38%,44%,34%,62%,56%,66%,1%
131304,317,,KS2,2015,854,FALSE,,22%,64%,14%,41%,59%,90%,90%,1%,87%,90%,84%,84%,87%,92%,92%,84%,8,86%,88%,92%,86%,92%,90%,93%,79%,96%,92%,92%,92%,0,92%,91%,90%,92%,100%,100%,100%,100%,100%,100%,100%,100%,0,100%,98%,99%,97%,74%,71%,72%,84%,67%,63%,67%,18%,15%,27%,24%,9%,100.6,31%,32%,33%,69%,68%,67%,1%
137141,891,,KS2,2015,839,FALSE,,24%,54%,22%,67%,33%,2%,93%,0%,89%,91%,86%,69%,93%,100%,86%,94%,-8,,88%,85%,92%,89%,88%,90%,85%,93%,83%,89%,88%,1,,89%,86%,92%,94%,91%,100%,92%,93%,100%,95%,94%,1,,92%,95%,89%,84%,74%,63%,67%,56%,54%,45%,13%,21%,22%,14%,7%,99.2,38%,43%,55%,62%,57%,45%,0%
103048,320,,KS2,2015,834,FALSE,,20%,68%,12%,40%,60%,76%,90%,0%,100%,100%,100%,100%,100%,100%,100%,100%,0,100%,98%,98%,98%,95%,98%,91%,100%,94%,89%,94%,96%,-2,95%,97%,97%,97%,99%,98%,100%,100%,98%,100%,100%,98%,2,98%,99%,99%,99%,86%,85%,78%,99%,70%,60%,95%,13%,21%,14%,39%,0%,101.4,45%,39%,40%,55%,61%,60%,0%
102325,311,,KS2,2015,719,FALSE,,22%,65%,13%,52%,48%,24%,92%,3%,88%,85%,91%,84%,89%,91%,85%,92%,-7,94%,91%,88%,94%,91%,87%,93%,74%,95%,100%,89%,92%,-3,89%,91%,87%,95%,95%,92%,98%,89%,98%,91%,96%,95%,1,94%,93%,92%,94%,76%,69%,70%,76%,54%,63%,65%,14%,8%,15%,8%,6%,99.7,52%,49%,48%,48%,51%,52%,3%
